name,province,district_city,kab_kota,country,coordinates_latitude,coordinates_longitude,current_ts,current_condition,current_humidity
Lasusua,Sulawesi Tenggara,Kabupaten Kolaka Utara,Kolaka Utara,Indonesia,-3.5105,120.8844,21/03/2020 13:00,Rain,84
Unaaha,Sulawesi Tenggara,Kabupaten Konawe,Konawe,Indonesia,-3.8539,122.042,21/03/2020 13:00,Rain,89
Langara,Sulawesi Tenggara,Kabupaten Konawe Kepulauan,Konawe Kepulauan,Indonesia,-4.0248,122.9906,21/03/2020 13:00,Rain,67
Andoolo,Sulawesi Tenggara,Kabupaten Konawe Selatan,Konawe Selatan,Indonesia,-4.3273,122.2522,21/03/2020 13:00,Rain,71
Raha,Sulawesi Tenggara,Kabupaten Muna,Muna,Indonesia,-4.838,122.7209,21/03/2020 13:00,Rain,76
Kendari,Sulawesi Tenggara,Kota Kendari,Kendari,Indonesia,-3.9778,122.51507,21/03/2020 13:00,Rain,66
Lolak,Sulawesi Utara,Kabupaten Bolaang Mongondow,Bolaang Mongondow,Indonesia,0.8755,124.0098,21/03/2020 13:00,Rain,70
Molibagu,Sulawesi Utara,Kabupaten Bolaang Mongondow Selatan,Bolaang Mongondow Selatan,Indonesia,0.3862,123.9824,21/03/2020 13:00,Rain,92
Tutuyan,Sulawesi Utara,Kabupaten Bolaang Mongondow Timur,Bolaang Mongondow Timur,Indonesia,0.7654,124.6144,21/03/2020 13:00,Rain,80
Boroko,Sulawesi Utara,Kabupaten Bolaang Mongondow Utara,Bolaang Mongondow Utara,Indonesia,0.9083,123.2679,21/03/2020 13:00,Rain,72
Ondong Siau,Sulawesi Utara,Kabupaten Kepulauan Siau Tagulandang Biaro,Kepulauan Siau Tagulandang Biaro,Indonesia,2.7473,125.3611,21/03/2020 13:00,Rain,81
Tondano,Sulawesi Utara,Kabupaten Minahasa,Minahasa,Indonesia,1.3054,124.91261,21/03/2020 13:00,Scattered clouds,66
Ratahan,Sulawesi Utara,Kabupaten Minahasa Tenggara,Minahasa Tenggara,Indonesia,1.0549,124.8012,21/03/2020 13:00,Scattered clouds,62
Airmadidi,Sulawesi Utara,Kabupaten Minahasa Utara,Minahasa Utara,Indonesia,1.42804,124.97774,21/03/2020 13:00,Scattered clouds,66
Bitung,Sulawesi Utara,Kota Bitung,Bitung,Indonesia,1.45697,125.1895,21/03/2020 13:00,Scattered clouds,66
Manado,Sulawesi Utara,Kota Manado,Manado,Indonesia,1.48218,124.84892,21/03/2020 13:00,Scattered clouds,66
Tomohon,Sulawesi Utara,Kota Tomohon,Tomohon,Indonesia,1.31678,124.80379,21/03/2020 13:00,Scattered clouds,66
Lubuk Basung,Sumatera Barat,Kabupaten Agam,Agam,Indonesia,-0.32545,100.06462,21/03/2020 13:00,Clear sky,65
Pulau Punjung,Sumatera Barat,Kabupaten Dharmasraya,Dharmasraya,Indonesia,-0.959,101.5002,21/03/2020 13:00,Rain,84
Tuapejat,Sumatera Barat,Kabupaten Kepulauan Mentawai,Kepulauan Mentawai,Indonesia,-2.02833,99.58944,21/03/2020 13:00,Rain,68
Sarilamak,Sumatera Barat,Kabupaten Lima Puluh Kota,Lima Puluh Kota,Indonesia,-0.1503,100.664,21/03/2020 13:00,Rain,85
Parit Malintang,Sumatera Barat,Kabupaten Padang Pariaman,Padang Pariaman,Indonesia,-0.62046,100.27885,21/03/2020 13:00,Rain,79
Lubuk Sikaping,Sumatera Barat,Kabupaten Pasaman,Pasaman,Indonesia,0.14411,100.1657,21/03/2020 13:00,Rain,69
Painan,Sumatera Barat,Kabupaten Pesisir Selatan,Pesisir Selatan,Indonesia,-1.35172,100.57383,21/03/2020 13:00,Broken clouds,65
Sijunjung,Sumatera Barat,Kabupaten Sijunjung,Sijunjung,Indonesia,-0.7005,100.9774,21/03/2020 13:00,Rain,80
Arosuka,Sumatera Barat,Kabupaten Solok,Solok,Indonesia,-0.95221,100.621,21/03/2020 13:00,Rain,77
Padang Aro,Sumatera Barat,Kabupaten Solok Selatan,Solok Selatan,Indonesia,-1.52722,101.26361,21/03/2020 13:00,Rain,77
Batusangkar,Sumatera Barat,Kabupaten Tanah Datar,Tanah Datar,Indonesia,-0.4606,100.6107,21/03/2020 13:00,Few clouds,55
Bukittinggi,Sumatera Barat,Kota Bukittinggi,Bukittinggi,Indonesia,-0.30907,100.37055,21/03/2020 13:00,Few clouds,55
Padang,Sumatera Barat,Kota Padang,Padang,Indonesia,-0.94924,100.35427,21/03/2020 13:00,Few clouds,55
Kota Padang Panjang,Sumatera Barat,Kota Padangpanjang,Padang panjang,Indonesia,-0.45,100.43333,21/03/2020 13:00,Rain,79
Pariaman,Sumatera Barat,Kota Pariaman,Pariaman,Indonesia,-0.61898,100.11997,21/03/2020 13:00,Clear sky,65
Payakumbuh,Sumatera Barat,Kota Payakumbuh,Payakumbuh,Indonesia,-0.2159,100.6334,21/03/2020 13:00,Rain,85
Solok,Sumatera Barat,Kota Solok,Solok,Indonesia,-0.8006,100.6571,21/03/2020 13:00,Few clouds,55
Pangkalan Balai,Sumatera Selatan,Kabupaten Banyuasin,Banyuasin,Indonesia,-2.8812,104.3943,21/03/2020 13:00,Broken clouds,56
Tebing Tinggi,Sumatera Selatan,Kabupaten Empat Lawang,Empat Lawang,Indonesia,-3.5842,103.0772,21/03/2020 13:00,Broken clouds,52
Lahat,Sumatera Selatan,Kabupaten Lahat,Lahat,Indonesia,-3.78514,103.54279,21/03/2020 13:00,Broken clouds,59
Muara Enim,Sumatera Selatan,Kabupaten Muara Enim,Muara Enim,Indonesia,-3.6486,103.771,21/03/2020 13:00,Rain,58
Sekayu,Sumatera Selatan,Kabupaten Musi Banyuasin,Musi Banyuasin,Indonesia,-2.8819,103.8344,21/03/2020 13:00,Broken clouds,57
Muara Beliti,Sumatera Selatan,Kabupaten Musi Rawas,Musi Rawas,Indonesia,-3.2486,103.0335,21/03/2020 13:00,Broken clouds,52
Muararupit,Sumatera Selatan,Kabupaten Musi Rawas Utara,Musi Rawas Utara,Indonesia,-2.7236,102.9108,21/03/2020 13:00,Rain,60
Indralaya,Sumatera Selatan,Kabupaten Ogan Ilir,Ogan Ilir,Indonesia,-3.25249,104.67555,21/03/2020 13:00,Rain,64
Kayu Agung,Sumatera Selatan,Kabupaten Ogan Komering Ilir,Ogan Komering Ilir,Indonesia,-3.392,104.8306,21/03/2020 13:00,Broken clouds,54
Baturaja,Sumatera Selatan,Kabupaten Ogan Komering Ulu,Ogan Komering Ulu,Indonesia,-4.12891,104.16695,21/03/2020 13:00,Broken clouds,58
Muara Dua,Sumatera Selatan,Kabupaten Ogan Komering Ulu Selatan,Ogan Komering Ulu Selatan,Indonesia,-4.53178,104.07397,21/03/2020 13:00,Broken clouds,64
Talang Ubi,Sumatera Selatan,Kabupaten Penukal Abab Lematang Ilir,Penukal Abab Lematang Ilir,Indonesia,-3.2656,103.8253,21/03/2020 13:00,Rain,58
Lubuklinggau,Sumatera Selatan,Kota Lubuklinggau,Lubuklinggau,Indonesia,-3.2945,102.8614,21/03/2020 13:00,Broken clouds,52
Pagar Alam,Sumatera Selatan,Kota Pagar Alam,Pagar Alam,Indonesia,-4.02506,103.24694,21/03/2020 13:00,Broken clouds,59
Palembang,Sumatera Selatan,Kota Palembang,Palembang,Indonesia,-2.9760735,104.7754307,21/03/2020 14:00,Broken clouds,52
Prabumulih,Sumatera Selatan,Kota Prabumulih,Prabumulih,Indonesia,-3.43447,104.23056,21/03/2020 13:00,Rain,58
Martapura,Sumatera Selatan,Kabupaten Ogan Komering Ulu Timur,Ogan Komering Ulu Timur,Indonesia,-3.4109,114.8642,21/03/2020 13:00,Rain,91
Kisaran,Sumatera Utara,Kabupaten Asahan,Asahan,Indonesia,2.9845,99.6158,21/03/2020 13:00,Rain,72
Limapuluh,Sumatera Utara,Kabupaten Batu Bara,Batu Bara,Indonesia,3.1689,99.4175,21/03/2020 13:00,Rain,72
Sidikalang,Sumatera Utara,Kabupaten Dairi,Dairi,Indonesia,2.74899,98.3127,21/03/2020 13:00,Rain,85
Lubuk Pakam,Sumatera Utara,Kabupaten Deli Serdang,Deli Serdang,Indonesia,3.5592,98.8733,21/03/2020 13:00,Few clouds,74
Dolok Sanggul,Sumatera Utara,Kabupaten Humbang Hasundutan,Humbang Hasundutan,Indonesia,2.2588,98.7501,21/03/2020 13:00,Rain,61
Kabanjahe,Sumatera Utara,Kabupaten Karo,Karo,Indonesia,3.1001,98.4908,21/03/2020 13:00,Few clouds,74
Rantau Prapat,Sumatera Utara,Kabupaten Labuhanbatu,Labuhanbatu,Indonesia,2.3321,100.05205,21/03/2020 13:00,Rain,57
Kota Pinang,Sumatera Utara,Kabupaten Labuhanbatu Selatan,Labuhanbatu Selatan,Indonesia,1.89076,100.09211,21/03/2020 13:00,Rain,52
Aek Kanopan,Sumatera Utara,Kabupaten Labuhanbatu Utara,Labuhanbatu Utara,Indonesia,2.5704,99.6534,21/03/2020 13:00,Rain,66
Stabat,Sumatera Utara,Kabupaten Langkat,Langkat,Indonesia,3.73335,98.45025,21/03/2020 13:00,Few clouds,74
Panyabungan,Sumatera Utara,Kabupaten Mandailing Natal,Mandailing Natal,Indonesia,1.93206,99.69113,21/03/2020 13:00,Rain,85
Teluk Dalam,Sumatera Utara,Kabupaten Nias Selatan,Nias Selatan,Indonesia,0.5729,97.8034,21/03/2020 13:00,Rain,69
Lotu,Sumatera Utara,Kabupaten Nias Utara,Nias Utara,Indonesia,1.4299,97.35365,21/03/2020 13:00,Rain,70
Sibuhuan,Sumatera Utara,Kabupaten Padang Lawas,Padang Lawas,Indonesia,1.05387,99.73018,21/03/2020 13:00,Rain,73
Gunung Tua,Sumatera Utara,Kabupaten Padang Lawas Utara,Padang Lawas Utara,Indonesia,1.51274,99.62628,21/03/2020 13:00,Rain,64
Salak,Sumatera Utara,Kabupaten Pakpak Bharat,Pakpak Bharat,Indonesia,2.5566,98.3235,21/03/2020 13:00,Rain,85
Pangururan,Sumatera Utara,Kabupaten Samosir,Samosir,Indonesia,2.6081,98.6961,21/03/2020 13:00,Rain,85
Sei Rampah,Sumatera Utara,Kabupaten Serdang Bedagai,Serdang Bedagai,Indonesia,3.4845,99.1366,21/03/2020 13:00,Few clouds,74
Pematang Raya,Sumatera Utara,Kabupaten Simalungun,Simalungun,Indonesia,2.9658,98.8473,21/03/2020 13:00,Few clouds,74
Sipirok,Sumatera Utara,Kabupaten Tapanuli Selatan,Tapanuli Selatan,Indonesia,1.60248,99.27377,21/03/2020 13:00,Rain,64
Pandan,Sumatera Utara,Kabupaten Tapanuli Tengah,Tapanuli Tengah,Indonesia,1.6838,98.822,21/03/2020 13:00,Rain,58
Tarutung,Sumatera Utara,Kabupaten Tapanuli Utara,Tapanuli Utara,Indonesia,2.01467,98.96548,21/03/2020 13:00,Rain,83
Balige,Sumatera Utara,Kabupaten Toba Samosir,Toba Samosir,Indonesia,2.3328,99.0657,21/03/2020 13:00,Rain,61
Binjai,Sumatera Utara,Kota Binjai,Binjai,Indonesia,3.6001,98.4854,21/03/2020 13:00,Few clouds,74
Gunungsitoli,Sumatera Utara,Kota Gunungsitoli,Gunungsitoli,Indonesia,1.2888,97.6143,21/03/2020 13:00,Rain,70
Medan,Sumatera Utara,Kota Medan,Medan,Indonesia,3.5951956,98.6722227,21/03/2020 13:00,Few clouds,74
Padangsidempuan,Sumatera Utara,Kota Padangsidempuan,Padang sidempuan,Indonesia,1.37952,99.27146,21/03/2020 13:00,Rain,64
Pematangsiantar,Sumatera Utara,Kota Pematangsiantar,Pematang siantar,Indonesia,2.9595,99.0687,21/03/2020 13:00,Rain,55
Sibolga,Sumatera Utara,Kota Sibolga,Sibolga,Indonesia,1.74016,98.78117,21/03/2020 13:00,Rain,58
Tanjungbalai,Sumatera Utara,Kota Tanjungbalai,Tanjung balai,Indonesia,2.96667,99.8,21/03/2020 13:00,Broken clouds,74
Tebingtinggi,Sumatera Utara,Kota Tebing Tinggi,Tebing Tinggi,Indonesia,3.3285,99.1625,21/03/2020 13:00,Few clouds,74
Bantul,Yogyakarta,Kabupaten Bantul,Bantul,Indonesia,-7.88806,110.32889,21/03/2020 13:00,Few clouds,66
Wonosari,Yogyakarta,Kabupaten Gunungkidul,Gunung kidul,Indonesia,-7.96556,110.60361,21/03/2020 13:00,Few clouds,66
Wates,Yogyakarta,Kabupaten Kulon Progo,Kulon Progo,Indonesia,-7.85722,110.15694,21/03/2020 13:00,Broken clouds,74
Sleman,Yogyakarta,Kabupaten Sleman,Sleman,Indonesia,-7.71556,110.35556,21/03/2020 13:00,Few clouds,66
Yogyakarta,Yogyakarta,Kota Yogyakarta,Yogyakarta,Indonesia,-7.80139,110.36472,21/03/2020 13:00,Few clouds,66
Banda Aceh,Aceh,Kota Banda Aceh,Banda Aceh,Indonesia,5.54167,95.33333,22/03/2020 13:00,Broken clouds,45
Langsa,Aceh,Kota Langsa,Langsa,Indonesia,4.4683,97.9683,22/03/2020 13:00,Scattered clouds,46
Lhokseumawe,Aceh,Kota Lhokseumawe,Lhokseumawe,Indonesia,5.1801,97.1507,22/03/2020 13:00,Scattered clouds,50
Sabang,Aceh,Kota Sabang,Sabang,Indonesia,5.88969,95.31644,22/03/2020 13:00,Scattered clouds,66
Meulaboh,Aceh,Kabupaten Aceh Barat,Aceh Barat,Indonesia,4.14402,96.12664,22/03/2020 13:00,Broken clouds,73
Blangpidie,Aceh,Kabupaten Aceh Barat Daya,Aceh Barat Daya,Indonesia,3.73956,96.83608,22/03/2020 13:00,Broken clouds,68
Jantho,Aceh,Kabupaten Aceh Besar,Aceh Besar,Indonesia,5.3334,95.61336,22/03/2020 13:00,Broken clouds,45
Calang,Aceh,Kabupaten Aceh Jaya,Aceh Jaya,Indonesia,4.6306,95.5754,22/03/2020 13:00,Broken clouds,72
Tapaktuan,Aceh,Kabupaten Aceh Selatan,Aceh Selatan,Indonesia,3.28625,97.16045,22/03/2020 13:00,Broken clouds,68
Singkil,Aceh,Kabupaten Aceh Singkil,Aceh Singkil,Indonesia,2.2874,97.7884,22/03/2020 13:00,Broken clouds,44
Karangbaru,Aceh,Kabupaten Aceh Tamiang,Aceh Tamiang,Indonesia,4.30563,98.02709,22/03/2020 13:00,Scattered clouds,46
Takengon,Aceh,Kabupaten Aceh Tengah,Aceh Tengah,Indonesia,4.6212,96.8467,22/03/2020 13:00,Rain,66
Kutacane,Aceh,Kabupaten Aceh Tenggara,Aceh Tenggara,Indonesia,3.52211,97.79625,22/03/2020 13:00,Rain,66
Idi Rayeuk,Aceh,Kabupaten Aceh Timur,Aceh Timur,Indonesia,4.93037,97.79129,22/03/2020 13:00,Few clouds,60
Simpang Tiga Redelong,Aceh,Kabupaten Bener Meriah,Bener Meriah,Indonesia,4.722,96.8743,22/03/2020 13:00,Rain,66
Bireun,Aceh,Kabupaten Bireuen,Bireuen,Indonesia,5.203,96.7009,22/03/2020 13:00,Rain,61
Blangkejeren,Aceh,Kabupaten Gayo Lues,Gayo Lues,Indonesia,3.9971,97.3384,22/03/2020 13:00,Rain,76
Suka Makmue,Aceh,Kabupaten Nagan Raya,Nagan Raya,Indonesia,4.00312,96.61762,22/03/2020 13:00,Broken clouds,55
Sigli,Aceh,Kabupaten Pidie,Pidie,Indonesia,5.3848,95.9609,22/03/2020 13:00,Broken clouds,62
Sinabang,Aceh,Kabupaten Simeulue,Simeulue,Indonesia,2.4803,96.3801,22/03/2020 13:00,Broken clouds,67
Mangupura,Bali,Kabupaten Badung,Badung,Indonesia,-8.54389,115.17,22/03/2020 13:00,Scattered clouds,79
Amlapura,Bali,Kabupaten Karangasem,Karangasem,Indonesia,-8.45,115.61667,22/03/2020 13:00,Scattered clouds,84
Semarapura,Bali,Kabupaten Klungkung,Klungkung,Indonesia,-8.5346,115.4022,22/03/2020 13:00,Scattered clouds,79
Denpasar,Bali,Kota Denpasar,Denpasar,Indonesia,-8.663225,115.19754,22/03/2020 14:00,Scattered clouds,84
Bangli,Bali,Kabupaten Bangli,Bangli,Indonesia,-8.4542,115.3545,22/03/2020 13:00,Scattered clouds,84
Singaraja,Bali,Kabupaten Buleleng,Buleleng,Indonesia,-8.112,115.08818,22/03/2020 13:00,Clear sky,65
Gianyar,Bali,Kabupaten Gianyar,Gianyar,Indonesia,-8.5435,115.3272,22/03/2020 13:00,Scattered clouds,84
Negara,Bali,Kabupaten Jembrana,Jembrana,Indonesia,-8.35694,114.61694,22/03/2020 13:00,Scattered clouds,66
Tabanan,Bali,Kabupaten Tabanan,Tabanan,Indonesia,-8.5413,115.12522,22/03/2020 13:00,Scattered clouds,84
Serang,Banten,Kota Serang,Serang,Indonesia,-6.11528,106.15417,22/03/2020 13:00,Broken clouds,78
Tangerang,Banten,Kota Tangerang,Tangerang,Indonesia,-6.17806,106.63,22/03/2020 13:00,Broken clouds,78
South Tangerang,Banten,Kota Tangerang Selatan,Tangerang Selatan,Indonesia,-6.28862,106.71789,22/03/2020 14:00,Few clouds,62
Rangkasbitung,Banten,Kabupaten Lebak,Lebak,Indonesia,-6.3591,106.2494,22/03/2020 13:00,Broken clouds,78
Pandeglang,Banten,Kabupaten Pandeglang,Pandeglang,Indonesia,-6.3084,106.1067,22/03/2020 13:00,Broken clouds,78
Ciruas,Banten,Kabupaten Serang,Serang,Indonesia,-6.125,106.23278,22/03/2020 13:00,Broken clouds,78
Tigaraksa,Banten,Kabupaten Tangerang,Tangerang,Indonesia,-6.22806,106.51389,22/03/2020 13:00,Broken clouds,78
Bengkulu,Bengkulu,Kota Bengkulu,Bengkulu,Indonesia,-3.80044,102.26554,22/03/2020 13:00,Rain,84
Manna,Bengkulu,Kabupaten Bengkulu Selatan,Bengkulu Selatan,Indonesia,-4.4651,102.90386,22/03/2020 13:00,Rain,62
Karang Tinggi,Bengkulu,Kabupaten Bengkulu Tengah,Bengkulu Tengah,Indonesia,-3.75,102.4225,22/03/2020 13:00,Rain,84
Argamakmur,Bengkulu,Kabupaten Bengkulu Utara,Bengkulu Utara,Indonesia,-3.4232,102.1891,22/03/2020 13:00,Broken clouds,64
Bintuhan,Bengkulu,Kabupaten Kaur,Kaur,Indonesia,-4.79371,103.34836,22/03/2020 13:00,Broken clouds,67
Kepahiang,Bengkulu,Kabupaten Kepahiang,Kepahiang,Indonesia,-3.6455,102.5712,22/03/2020 13:00,Rain,88
Mukomuko,Bengkulu,Kabupaten Mukomuko,Mukomuko,Indonesia,-2.5689,101.1118,22/03/2020 13:00,Broken clouds,72
Curup,Bengkulu,Kabupaten Rejang Lebong,Rejang Lebong,Indonesia,-3.4703,102.5207,22/03/2020 13:00,Rain,88
Tais,Bengkulu,Kabupaten Seluma,Seluma,Indonesia,-4.07543,102.57739,22/03/2020 13:00,Rain,84
Jakarta,DKI Jakarta,Jakarta,Jakarta,Indonesia,-6.236704,106.79324,22/03/2020 14:00,Few clouds,62
Tilamuta,Gorontalo,Kabupaten Boalemo,Boalemo,Indonesia,0.5273,122.3463,22/03/2020 13:00,Rain,82
Limboto,Gorontalo,Kabupaten Gorontalo,Gorontalo,Indonesia,0.627,122.9778,22/03/2020 13:00,Rain,82
Gorontalo,Gorontalo,Kota Gorontalo,Gorontalo,Indonesia,0.5375,123.0625,22/03/2020 13:00,Rain,82
Siulak,Jambi,Kabupaten Kerinci,Kerinci,Indonesia,-1.94667,101.33417,22/03/2020 13:00,Rain,85
Jambi,Jambi,Kota Jambi,Jambi,Indonesia,-1.6,103.61667,22/03/2020 13:00,Rain,68
Sungai Penuh,Jambi,Kota Sungaipenuh,Sungaipenuh,Indonesia,-2.0561,101.3913,22/03/2020 13:00,Rain,85
Muara Bulian,Jambi,Kabupaten Batanghari,Batang hari,Indonesia,-1.71327,103.25902,22/03/2020 13:00,Rain,68
Muara Bungo,Jambi,Kabupaten Bungo,Bungo,Indonesia,-1.49018,102.1149,22/03/2020 13:00,Rain,57
Bangko,Jambi,Kabupaten Merangin,Merangin,Indonesia,-2.0796,102.2573,22/03/2020 13:00,Broken clouds,55
Sengeti,Jambi,Kabupaten Muaro Jambi,Muaro Jambi,Indonesia,-1.4772,103.50765,22/03/2020 13:00,Rain,68
Sarolangun,Jambi,Kabupaten Sarolangun,Sarolangun,Indonesia,-2.3121,102.7271,22/03/2020 13:00,Broken clouds,63
Kuala Tungkal,Jambi,Kabupaten Tanjung Jabung Barat,Tanjung Jabung Barat,Indonesia,-0.81623,103.46111,22/03/2020 13:00,Broken clouds,60
Muara Sabak,Jambi,Kabupaten Tanjung Jabung Timur,Tanjung Jabung Timur,Indonesia,-1.13612,103.84987,22/03/2020 13:00,Rain,71
Muara Tebo,Jambi,Kabupaten Tebo,Tebo,Indonesia,-1.476,102.4435,22/03/2020 13:00,Rain,57
Pelabuhanratu,Jawa Barat,Kabupaten Sukabumi,Sukabumi,Indonesia,-6.9875,106.55139,22/03/2020 13:00,Rain,82
Bandung,Jawa Barat,Kota Bandung,Bandung,Indonesia,-6.92222,107.60694,22/03/2020 14:00,Rain,82
Banjar,Jawa Barat,Kota Banjar,Banjar,Indonesia,-7.1955,107.4313,22/03/2020 13:00,Rain,82
Bekasi,Jawa Barat,Kota Bekasi,Bekasi,Indonesia,-6.388776,106.913972,22/03/2020 14:00,Few clouds,62
Bogor,Jawa Barat,Kota Bogor,Bogor,Indonesia,-6.5971469,106.8060388,22/03/2020 13:00,Few clouds,62
Cimahi,Jawa Barat,Kota Cimahi,Cimahi,Indonesia,-6.87222,107.5425,22/03/2020 13:00,Rain,82
Cirebon,Jawa Barat,Kota Cirebon,Cirebon,Indonesia,-6.7063,108.557,22/03/2020 13:00,Broken clouds,63
Depok,Jawa Barat,Kota Depok,Depok,Indonesia,-6.4,106.81861,22/03/2020 13:00,Few clouds,62
Sukabumi,Jawa Barat,Kota Sukabumi,Sukabumi,Indonesia,-6.91806,106.92667,22/03/2020 13:00,Rain,82
Tasikmalaya,Jawa Barat,Kota Tasikmalaya,Tasikmalaya,Indonesia,-7.3274,108.2207,22/03/2020 13:00,Rain,78
Soreang,Jawa Barat,Kabupaten Bandung,Bandung,Indonesia,-7.03306,107.51833,22/03/2020 13:00,Rain,82
Ngamprah,Jawa Barat,Kabupaten Bandung Barat,Bandung Barat,Indonesia,-6.80361,107.27528,22/03/2020 13:00,Rain,82
Cikarang,Jawa Barat,Kabupaten Bekasi,Bekasi,Indonesia,-6.26111,107.15278,22/03/2020 13:00,Few clouds,62
Cibinong,Jawa Barat,Kabupaten Bogor,Bogor,Indonesia,-6.48167,106.85417,22/03/2020 13:00,Few clouds,62
Ciamis,Jawa Barat,Kabupaten Ciamis,Ciamis,Indonesia,-7.3257,108.3534,22/03/2020 13:00,Rain,61
Cianjur,Jawa Barat,Kabupaten Cianjur,Cianjur,Indonesia,-6.82222,107.13944,22/03/2020 13:00,Few clouds,62
Sumber,Jawa Barat,Kabupaten Cirebon,Cirebon,Indonesia,-6.76028,108.48306,22/03/2020 13:00,Rain,71
Indramayu,Jawa Barat,Kabupaten Indramayu,Indramayu,Indonesia,-6.32639,108.32,22/03/2020 13:00,Broken clouds,63
Karawang,Jawa Barat,Kabupaten Karawang,Karawang,Indonesia,-6.30333,107.30556,22/03/2020 13:00,Few clouds,62
Kuningan,Jawa Barat,Kabupaten Kuningan,Kuningan,Indonesia,-6.97583,108.48306,22/03/2020 13:00,Rain,71
Majalengka,Jawa Barat,Kabupaten Majalengka,Majalengka,Indonesia,-6.83611,108.22778,22/03/2020 13:00,Rain,84
Parigi,Jawa Barat,Kabupaten Pangandaran,Pangandaran,Indonesia,-7.7015,108.496,22/03/2020 13:00,Rain,61
Purwakarta,Jawa Barat,Kabupaten Purwakarta,Purwakarta,Indonesia,-6.55694,107.44333,22/03/2020 13:00,Few clouds,62
Subang,Jawa Barat,Kabupaten Subang,Subang,Indonesia,-7.1277,108.5283,22/03/2020 13:00,Rain,71
Sumedang,Jawa Barat,Kabupaten Sumedang,Sumedang,Indonesia,-6.85861,107.91639,22/03/2020 13:00,Rain,84
Singaparna,Jawa Barat,Kabupaten Tasikmalaya,Tasikmalaya,Indonesia,-7.3515,108.111,22/03/2020 13:00,Rain,78
Brebes,Jawa Tengah,Kabupaten Brebes,Brebes,Indonesia,-6.8691,109.0378,22/03/2020 13:00,Rain,64
Mungkid,Jawa Tengah,Kabupaten Magelang,Magelang,Indonesia,-7.5925,110.21889,22/03/2020 13:00,Few clouds,62
Magelang,Jawa Tengah,Kota Magelang,Magelang,Indonesia,-7.47056,110.21778,22/03/2020 13:00,Few clouds,62
Pekalongan,Jawa Tengah,Kota Pekalongan,Pekalongan,Indonesia,-6.8886,109.6753,22/03/2020 13:00,Rain,76
Salatiga,Jawa Tengah,Kota Salatiga,Salatiga,Indonesia,-7.33194,110.49278,22/03/2020 13:00,Few clouds,62
Semarang,Jawa Tengah,Kota Semarang,Semarang,Indonesia,-6.99306,110.42083,22/03/2020 14:00,Few clouds,62
Surakarta,Jawa Tengah,Kota Surakarta,Surakarta,Indonesia,-7.55611,110.83167,22/03/2020 13:00,Rain,66
Tegal,Jawa Tengah,Kota Tegal,Tegal,Indonesia,-6.8694,109.1402,22/03/2020 13:00,Rain,64
Banjarnegara,Jawa Tengah,Kabupaten Banjarnegara,Banjarnegara,Indonesia,-7.39611,109.69611,22/03/2020 13:00,Rain,65
Purwokerto,Jawa Tengah,Kabupaten Banyumas,Banyumas,Indonesia,-7.42139,109.23444,22/03/2020 13:00,Rain,66
Batang,Jawa Tengah,Kabupaten Batang,Batang,Indonesia,-6.4846,110.7083,22/03/2020 13:00,Few clouds,62
Blora,Jawa Tengah,Kabupaten Blora,Blora,Indonesia,-6.9698,111.4186,22/03/2020 13:00,Rain,61
Boyolali,Jawa Tengah,Kabupaten Boyolali,Boyolali,Indonesia,-7.53306,110.59583,22/03/2020 13:00,Few clouds,62
Cilacap,Jawa Tengah,Kabupaten Cilacap,Cilacap,Indonesia,-7.72639,109.00944,22/03/2020 13:00,Rain,66
Demak,Jawa Tengah,Kabupaten Demak,Demak,Indonesia,-6.8909,110.6396,22/03/2020 13:00,Few clouds,62
Purwodadi,Jawa Tengah,Kabupaten Grobogan,Grobogan,Indonesia,-7.0868,110.9158,22/03/2020 13:00,Few clouds,62
Jepara,Jawa Tengah,Kabupaten Jepara,Jepara,Indonesia,-6.5924,110.671,22/03/2020 13:00,Few clouds,62
Karanganyar,Jawa Tengah,Kabupaten Karanganyar,Karanganyar,Indonesia,-7.59833,110.94444,22/03/2020 13:00,Rain,66
Kebumen,Jawa Tengah,Kabupaten Kebumen,Kebumen,Indonesia,-7.66861,109.65361,22/03/2020 13:00,Rain,65
Kendal,Jawa Tengah,Kabupaten Kendal,Kendal,Indonesia,-6.9213,110.2022,22/03/2020 13:00,Few clouds,62
Klaten,Jawa Tengah,Kabupaten Klaten,Klaten,Indonesia,-7.70583,110.60639,22/03/2020 13:00,Rain,72
Kudus,Jawa Tengah,Kabupaten Kudus,Kudus,Indonesia,-6.8048,110.8405,22/03/2020 13:00,Few clouds,62
Pati,Jawa Tengah,Kabupaten Pati,Pati,Indonesia,-6.7559,111.038,22/03/2020 13:00,Rain,62
Kajen,Jawa Tengah,Kabupaten Pekalongan,Pekalongan,Indonesia,-7.0324,109.5773,22/03/2020 13:00,Rain,76
Pemalang,Jawa Tengah,Kabupaten Pemalang,Pemalang,Indonesia,-6.89193,109.38263,22/03/2020 13:00,Rain,76
Purbalingga,Jawa Tengah,Kabupaten Purbalingga,Purbalingga,Indonesia,-7.38806,109.36389,22/03/2020 13:00,Rain,65
Purworejo,Jawa Tengah,Kabupaten Purworejo,Purworejo,Indonesia,-7.71139,110.01028,22/03/2020 13:00,Rain,72
Rembang,Jawa Tengah,Kabupaten Rembang,Rembang,Indonesia,-6.707,111.3498,22/03/2020 13:00,Clear sky,66
