name,province,district_city,kab_kota,country,coordinates_latitude,coordinates_longitude,current_ts,current_condition,current_humidity
Watampone,Sulawesi Selatan,Kabupaten Bone,Bone,Indonesia,-4.5386,120.3279,23/03/2020 13:00,Clear sky,70
Bulukumba,Sulawesi Selatan,Kabupaten Bulukumba,Bulukumba,Indonesia,-5.55,120.18333,23/03/2020 13:00,Rain,78
Enrekang,Sulawesi Selatan,Kabupaten Enrekang,Enrekang,Indonesia,-3.56508,119.77025,23/03/2020 13:00,Rain,85
Sungguminasa,Sulawesi Selatan,Kabupaten Gowa,Gowa,Indonesia,-5.1971,119.451,23/03/2020 13:00,Scattered clouds,74
Benteng,Sulawesi Selatan,Kabupaten Kepulauan Selayar,Kepulauan Selayar,Indonesia,-6.1184,120.4605,23/03/2020 13:00,Scattered clouds,62
Belopa,Sulawesi Selatan,Kabupaten Luwu,Luwu,Indonesia,-3.3849,120.3676,23/03/2020 13:00,Few clouds,76
Malili,Sulawesi Selatan,Kabupaten Luwu Timur,Luwu Timur,Indonesia,-2.6351,121.0948,23/03/2020 13:00,Scattered clouds,57
Masamba,Sulawesi Selatan,Kabupaten Luwu Utara,Luwu Utara,Indonesia,-2.5537,120.3279,23/03/2020 13:00,Scattered clouds,63
Pangkajene,Sulawesi Selatan,Kabupaten Pangkajene dan Kepulauan,Pangkajene dan Kepulauan,Indonesia,-4.8372,119.5472,23/03/2020 13:00,Scattered clouds,74
Pinrang,Sulawesi Selatan,Kabupaten Pinrang,Pinrang,Indonesia,-3.78611,119.65222,23/03/2020 13:00,Few clouds,71
Luwuk,Sulawesi Tengah,Kabupaten Banggai,Banggai,Indonesia,-0.9516,122.7875,23/03/2020 13:00,Broken clouds,69
Salakan,Sulawesi Tengah,Kabupaten Banggai Kepulauan,Banggai Kepulauan,Indonesia,-1.3085,123.2909,23/03/2020 13:00,Broken clouds,70
Banggai,Sulawesi Tengah,Kabupaten Banggai Laut,Banggai Laut,Indonesia,-1.5887,123.4992,23/03/2020 13:00,Broken clouds,70
Buol,Sulawesi Tengah,Kabupaten Buol,Buol,Indonesia,1.1584,121.4361,23/03/2020 13:00,Scattered clouds,65
Bungku,Sulawesi Tengah,Kabupaten Morowali,Morowali,Indonesia,-2.5471,121.972,23/03/2020 13:00,Rain,78
Kolonodale,Sulawesi Tengah,Kabupaten Morowali Utara,Morowali Utara,Indonesia,-1.9825,121.3364,23/03/2020 13:00,Scattered clouds,64
Poso,Sulawesi Tengah,Kabupaten Poso,Poso,Indonesia,-1.3959,120.7524,23/03/2020 13:00,Rain,82
Sigi Biromaru,Sulawesi Tengah,Kabupaten Sigi,Sigi,Indonesia,-0.94982,119.91805,23/03/2020 13:00,Rain,64
Ampana,Sulawesi Tengah,Kabupaten Tojo Una-Una,Tojo Una-Una,Indonesia,-0.86901,121.58367,23/03/2020 13:00,Broken clouds,64
Tolitoli,Sulawesi Tengah,Kabupaten Tolitoli,Toli-toli,Indonesia,1.0392,120.8169,23/03/2020 13:00,Rain,81
Palu,Sulawesi Tengah,Kota Palu,Palu,Indonesia,-0.90833,119.87083,23/03/2020 13:00,Rain,64
Parigi,Sulawesi Tengah,Kabupaten Parigi Moutong,Parigi Moutong,Indonesia,-7.7015,108.496,23/03/2020 13:00,Rain,76
Rumbia,Sulawesi Tenggara,Kabupaten Bombana,Bombana,Indonesia,-4.62767,122.00472,23/03/2020 13:00,Rain,69
Pasar Wajo,Sulawesi Tenggara,Kabupaten Buton,Buton,Indonesia,-5.4957,122.8447,23/03/2020 13:00,Scattered clouds,67
Batauga,Sulawesi Tenggara,Kabupaten Buton Selatan,Buton Selatan,Indonesia,-5.5882,122.5964,23/03/2020 13:00,Rain,70
Labungkari,Sulawesi Tenggara,Kabupaten Buton Tengah,Buton Tengah,Indonesia,-5.26318,122.55104,23/03/2020 13:00,Broken clouds,69
Buranga,Sulawesi Tenggara,Kabupaten Buton Utara,Buton Utara,Indonesia,-4.80098,122.98308,23/03/2020 13:00,Scattered clouds,75
Kolaka,Sulawesi Tenggara,Kabupaten Kolaka,Kolaka,Indonesia,-4.0597,121.60556,23/03/2020 13:00,Scattered clouds,68
Lasusua,Sulawesi Tenggara,Kabupaten Kolaka Utara,Kolaka Utara,Indonesia,-3.5105,120.8844,23/03/2020 13:00,Rain,76
Unaaha,Sulawesi Tenggara,Kabupaten Konawe,Konawe,Indonesia,-3.8539,122.042,23/03/2020 13:00,Rain,57
Langara,Sulawesi Tenggara,Kabupaten Konawe Kepulauan,Konawe Kepulauan,Indonesia,-4.0248,122.9906,23/03/2020 13:00,Rain,77
Andoolo,Sulawesi Tenggara,Kabupaten Konawe Selatan,Konawe Selatan,Indonesia,-4.3273,122.2522,23/03/2020 13:00,Broken clouds,73
Raha,Sulawesi Tenggara,Kabupaten Muna,Muna,Indonesia,-4.838,122.7209,23/03/2020 13:00,Rain,76
Kendari,Sulawesi Tenggara,Kota Kendari,Kendari,Indonesia,-3.9778,122.51507,23/03/2020 13:00,Rain,68
Lolak,Sulawesi Utara,Kabupaten Bolaang Mongondow,Bolaang Mongondow,Indonesia,0.8755,124.0098,23/03/2020 13:00,Broken clouds,72
Molibagu,Sulawesi Utara,Kabupaten Bolaang Mongondow Selatan,Bolaang Mongondow Selatan,Indonesia,0.3862,123.9824,23/03/2020 13:00,Rain,93
Tutuyan,Sulawesi Utara,Kabupaten Bolaang Mongondow Timur,Bolaang Mongondow Timur,Indonesia,0.7654,124.6144,23/03/2020 13:00,Rain,93
Boroko,Sulawesi Utara,Kabupaten Bolaang Mongondow Utara,Bolaang Mongondow Utara,Indonesia,0.9083,123.2679,23/03/2020 13:00,Rain,70
Ondong Siau,Sulawesi Utara,Kabupaten Kepulauan Siau Tagulandang Biaro,Kepulauan Siau Tagulandang Biaro,Indonesia,2.7473,125.3611,23/03/2020 13:00,Rain,77
Tondano,Sulawesi Utara,Kabupaten Minahasa,Minahasa,Indonesia,1.3054,124.91261,23/03/2020 13:00,Scattered clouds,66
Ratahan,Sulawesi Utara,Kabupaten Minahasa Tenggara,Minahasa Tenggara,Indonesia,1.0549,124.8012,23/03/2020 13:00,Scattered clouds,66
Airmadidi,Sulawesi Utara,Kabupaten Minahasa Utara,Minahasa Utara,Indonesia,1.42804,124.97774,23/03/2020 13:00,Scattered clouds,66
Bitung,Sulawesi Utara,Kota Bitung,Bitung,Indonesia,1.45697,125.1895,23/03/2020 13:00,Scattered clouds,66
Manado,Sulawesi Utara,Kota Manado,Manado,Indonesia,1.48218,124.84892,23/03/2020 11:00,Scattered clouds,66
Tomohon,Sulawesi Utara,Kota Tomohon,Tomohon,Indonesia,1.31678,124.80379,23/03/2020 13:00,Scattered clouds,66
Lubuk Basung,Sumatera Barat,Kabupaten Agam,Agam,Indonesia,-0.32545,100.06462,23/03/2020 13:00,Scattered clouds,68
Pulau Punjung,Sumatera Barat,Kabupaten Dharmasraya,Dharmasraya,Indonesia,-0.959,101.5002,23/03/2020 13:00,Broken clouds,55
Tuapejat,Sumatera Barat,Kabupaten Kepulauan Mentawai,Kepulauan Mentawai,Indonesia,-2.02833,99.58944,23/03/2020 13:00,Scattered clouds,66
Sarilamak,Sumatera Barat,Kabupaten Lima Puluh Kota,Lima Puluh Kota,Indonesia,-0.1503,100.664,23/03/2020 13:00,Rain,85
Parit Malintang,Sumatera Barat,Kabupaten Padang Pariaman,Padang Pariaman,Indonesia,-0.62046,100.27885,23/03/2020 13:00,Rain,67
Lubuk Sikaping,Sumatera Barat,Kabupaten Pasaman,Pasaman,Indonesia,0.14411,100.1657,23/03/2020 13:00,Rain,80
Painan,Sumatera Barat,Kabupaten Pesisir Selatan,Pesisir Selatan,Indonesia,-1.35172,100.57383,23/03/2020 13:00,Rain,74
Sijunjung,Sumatera Barat,Kabupaten Sijunjung,Sijunjung,Indonesia,-0.7005,100.9774,23/03/2020 13:00,Rain,85
Arosuka,Sumatera Barat,Kabupaten Solok,Solok,Indonesia,-0.95221,100.621,23/03/2020 13:00,Rain,88
Padang Aro,Sumatera Barat,Kabupaten Solok Selatan,Solok Selatan,Indonesia,-1.52722,101.26361,23/03/2020 13:00,Rain,57
Batusangkar,Sumatera Barat,Kabupaten Tanah Datar,Tanah Datar,Indonesia,-0.4606,100.6107,23/03/2020 13:00,Rain,67
Bukittinggi,Sumatera Barat,Kota Bukittinggi,Bukittinggi,Indonesia,-0.30907,100.37055,23/03/2020 13:00,Rain,67
Padang,Sumatera Barat,Kota Padang,Padang,Indonesia,-0.94924,100.35427,23/03/2020 11:00,Rain,88
Kota Padang Panjang,Sumatera Barat,Kota Padangpanjang,Padang panjang,Indonesia,-0.45,100.43333,23/03/2020 13:00,Rain,67
Pariaman,Sumatera Barat,Kota Pariaman,Pariaman,Indonesia,-0.61898,100.11997,23/03/2020 13:00,Scattered clouds,68
Payakumbuh,Sumatera Barat,Kota Payakumbuh,Payakumbuh,Indonesia,-0.2159,100.6334,23/03/2020 13:00,Rain,85
Solok,Sumatera Barat,Kota Solok,Solok,Indonesia,-0.8006,100.6571,23/03/2020 13:00,Rain,88
Pangkalan Balai,Sumatera Selatan,Kabupaten Banyuasin,Banyuasin,Indonesia,-2.8812,104.3943,23/03/2020 13:00,Broken clouds,57
Tebing Tinggi,Sumatera Selatan,Kabupaten Empat Lawang,Empat Lawang,Indonesia,-3.5842,103.0772,23/03/2020 13:00,Broken clouds,92
Lahat,Sumatera Selatan,Kabupaten Lahat,Lahat,Indonesia,-3.78514,103.54279,23/03/2020 13:00,Rain,93
Muara Enim,Sumatera Selatan,Kabupaten Muara Enim,Muara Enim,Indonesia,-3.6486,103.771,23/03/2020 13:00,Rain,92
Sekayu,Sumatera Selatan,Kabupaten Musi Banyuasin,Musi Banyuasin,Indonesia,-2.8819,103.8344,23/03/2020 13:00,Broken clouds,83
Muara Beliti,Sumatera Selatan,Kabupaten Musi Rawas,Musi Rawas,Indonesia,-3.2486,103.0335,23/03/2020 13:00,Broken clouds,92
Muararupit,Sumatera Selatan,Kabupaten Musi Rawas Utara,Musi Rawas Utara,Indonesia,-2.7236,102.9108,23/03/2020 13:00,Broken clouds,55
Indralaya,Sumatera Selatan,Kabupaten Ogan Ilir,Ogan Ilir,Indonesia,-3.25249,104.67555,23/03/2020 13:00,Broken clouds,74
Kayu Agung,Sumatera Selatan,Kabupaten Ogan Komering Ilir,Ogan Komering Ilir,Indonesia,-3.392,104.8306,23/03/2020 13:00,Broken clouds,54
Baturaja,Sumatera Selatan,Kabupaten Ogan Komering Ulu,Ogan Komering Ulu,Indonesia,-4.12891,104.16695,23/03/2020 13:00,Broken clouds,91
Muara Dua,Sumatera Selatan,Kabupaten Ogan Komering Ulu Selatan,Ogan Komering Ulu Selatan,Indonesia,-4.53178,104.07397,23/03/2020 13:00,Broken clouds,81
Talang Ubi,Sumatera Selatan,Kabupaten Penukal Abab Lematang Ilir,Penukal Abab Lematang Ilir,Indonesia,-3.2656,103.8253,23/03/2020 13:00,Rain,92
Lubuklinggau,Sumatera Selatan,Kota Lubuklinggau,Lubuklinggau,Indonesia,-3.2945,102.8614,23/03/2020 13:00,Broken clouds,92
Pagar Alam,Sumatera Selatan,Kota Pagar Alam,Pagar Alam,Indonesia,-4.02506,103.24694,23/03/2020 13:00,Rain,93
Palembang,Sumatera Selatan,Kota Palembang,Palembang,Indonesia,-2.9760735,104.7754307,23/03/2020 14:00,Rain,64
Prabumulih,Sumatera Selatan,Kota Prabumulih,Prabumulih,Indonesia,-3.43447,104.23056,23/03/2020 13:00,Rain,92
Martapura,Sumatera Selatan,Kabupaten Ogan Komering Ulu Timur,Ogan Komering Ulu Timur,Indonesia,-3.4109,114.8642,23/03/2020 13:00,Rain,72
Kisaran,Sumatera Utara,Kabupaten Asahan,Asahan,Indonesia,2.9845,99.6158,23/03/2020 13:00,Broken clouds,53
Limapuluh,Sumatera Utara,Kabupaten Batu Bara,Batu Bara,Indonesia,3.1689,99.4175,23/03/2020 13:00,Broken clouds,53
Sidikalang,Sumatera Utara,Kabupaten Dairi,Dairi,Indonesia,2.74899,98.3127,23/03/2020 13:00,Rain,88
Lubuk Pakam,Sumatera Utara,Kabupaten Deli Serdang,Deli Serdang,Indonesia,3.5592,98.8733,23/03/2020 13:00,Broken clouds,83
Dolok Sanggul,Sumatera Utara,Kabupaten Humbang Hasundutan,Humbang Hasundutan,Indonesia,2.2588,98.7501,23/03/2020 13:00,Rain,79
Kabanjahe,Sumatera Utara,Kabupaten Karo,Karo,Indonesia,3.1001,98.4908,23/03/2020 13:00,Broken clouds,83
Rantau Prapat,Sumatera Utara,Kabupaten Labuhanbatu,Labuhanbatu,Indonesia,2.3321,100.05205,23/03/2020 13:00,Rain,66
Kota Pinang,Sumatera Utara,Kabupaten Labuhanbatu Selatan,Labuhanbatu Selatan,Indonesia,1.89076,100.09211,23/03/2020 13:00,Broken clouds,60
Aek Kanopan,Sumatera Utara,Kabupaten Labuhanbatu Utara,Labuhanbatu Utara,Indonesia,2.5704,99.6534,23/03/2020 13:00,Broken clouds,53
Stabat,Sumatera Utara,Kabupaten Langkat,Langkat,Indonesia,3.73335,98.45025,23/03/2020 13:00,Broken clouds,83
Panyabungan,Sumatera Utara,Kabupaten Mandailing Natal,Mandailing Natal,Indonesia,1.93206,99.69113,23/03/2020 13:00,Rain,85
Teluk Dalam,Sumatera Utara,Kabupaten Nias Selatan,Nias Selatan,Indonesia,0.5729,97.8034,23/03/2020 13:00,Broken clouds,66
Lotu,Sumatera Utara,Kabupaten Nias Utara,Nias Utara,Indonesia,1.4299,97.35365,23/03/2020 13:00,Rain,64
Sibuhuan,Sumatera Utara,Kabupaten Padang Lawas,Padang Lawas,Indonesia,1.05387,99.73018,23/03/2020 13:00,Rain,88
Gunung Tua,Sumatera Utara,Kabupaten Padang Lawas Utara,Padang Lawas Utara,Indonesia,1.51274,99.62628,23/03/2020 13:00,Rain,69
Salak,Sumatera Utara,Kabupaten Pakpak Bharat,Pakpak Bharat,Indonesia,2.5566,98.3235,23/03/2020 13:00,Rain,88
Pangururan,Sumatera Utara,Kabupaten Samosir,Samosir,Indonesia,2.6081,98.6961,23/03/2020 13:00,Rain,88
Sei Rampah,Sumatera Utara,Kabupaten Serdang Bedagai,Serdang Bedagai,Indonesia,3.4845,99.1366,23/03/2020 13:00,Broken clouds,83
Pematang Raya,Sumatera Utara,Kabupaten Simalungun,Simalungun,Indonesia,2.9658,98.8473,23/03/2020 13:00,Broken clouds,83
Sipirok,Sumatera Utara,Kabupaten Tapanuli Selatan,Tapanuli Selatan,Indonesia,1.60248,99.27377,23/03/2020 13:00,Rain,69
Pandan,Sumatera Utara,Kabupaten Tapanuli Tengah,Tapanuli Tengah,Indonesia,1.6838,98.822,23/03/2020 13:00,Rain,72
Tarutung,Sumatera Utara,Kabupaten Tapanuli Utara,Tapanuli Utara,Indonesia,2.01467,98.96548,23/03/2020 13:00,Rain,87
Balige,Sumatera Utara,Kabupaten Toba Samosir,Toba Samosir,Indonesia,2.3328,99.0657,23/03/2020 13:00,Rain,79
Binjai,Sumatera Utara,Kota Binjai,Binjai,Indonesia,3.6001,98.4854,23/03/2020 13:00,Broken clouds,83
Gunungsitoli,Sumatera Utara,Kota Gunungsitoli,Gunungsitoli,Indonesia,1.2888,97.6143,23/03/2020 13:00,Rain,64
Medan,Sumatera Utara,Kota Medan,Medan,Indonesia,3.5951956,98.6722227,23/03/2020 14:00,Broken clouds,83
Padangsidempuan,Sumatera Utara,Kota Padangsidempuan,Padang sidempuan,Indonesia,1.37952,99.27146,23/03/2020 13:00,Rain,69
Pematangsiantar,Sumatera Utara,Kota Pematangsiantar,Pematang siantar,Indonesia,2.9595,99.0687,23/03/2020 13:00,Rain,71
Sibolga,Sumatera Utara,Kota Sibolga,Sibolga,Indonesia,1.74016,98.78117,23/03/2020 13:00,Rain,72
Tanjungbalai,Sumatera Utara,Kota Tanjungbalai,Tanjung balai,Indonesia,2.96667,99.8,23/03/2020 13:00,Rain,75
Tebingtinggi,Sumatera Utara,Kota Tebing Tinggi,Tebing Tinggi,Indonesia,3.3285,99.1625,23/03/2020 13:00,Broken clouds,83
Bantul,Yogyakarta,Kabupaten Bantul,Bantul,Indonesia,-7.88806,110.32889,23/03/2020 13:00,Rain,69
Wonosari,Yogyakarta,Kabupaten Gunungkidul,Gunung kidul,Indonesia,-7.96556,110.60361,23/03/2020 13:00,Rain,69
Wates,Yogyakarta,Kabupaten Kulon Progo,Kulon Progo,Indonesia,-7.85722,110.15694,23/03/2020 13:00,Rain,69
Sleman,Yogyakarta,Kabupaten Sleman,Sleman,Indonesia,-7.71556,110.35556,23/03/2020 13:00,Rain,80
Yogyakarta,Yogyakarta,Kota Yogyakarta,Yogyakarta,Indonesia,-7.80139,110.36472,23/03/2020 11:00,Rain,69
Banda Aceh,Aceh,Kota Banda Aceh,Banda Aceh,Indonesia,5.54167,95.33333,24/03/2020 13:00,Clear sky,44
Langsa,Aceh,Kota Langsa,Langsa,Indonesia,4.4683,97.9683,24/03/2020 13:00,Scattered clouds,50
Lhokseumawe,Aceh,Kota Lhokseumawe,Lhokseumawe,Indonesia,5.1801,97.1507,24/03/2020 13:00,Broken clouds,46
Sabang,Aceh,Kota Sabang,Sabang,Indonesia,5.88969,95.31644,24/03/2020 13:00,Clear sky,70
Meulaboh,Aceh,Kabupaten Aceh Barat,Aceh Barat,Indonesia,4.14402,96.12664,24/03/2020 13:00,Broken clouds,72
Blangpidie,Aceh,Kabupaten Aceh Barat Daya,Aceh Barat Daya,Indonesia,3.73956,96.83608,24/03/2020 13:00,Broken clouds,70
Jantho,Aceh,Kabupaten Aceh Besar,Aceh Besar,Indonesia,5.3334,95.61336,24/03/2020 13:00,Clear sky,44
Calang,Aceh,Kabupaten Aceh Jaya,Aceh Jaya,Indonesia,4.6306,95.5754,24/03/2020 13:00,Broken clouds,73
Tapaktuan,Aceh,Kabupaten Aceh Selatan,Aceh Selatan,Indonesia,3.28625,97.16045,24/03/2020 13:00,Broken clouds,70
Singkil,Aceh,Kabupaten Aceh Singkil,Aceh Singkil,Indonesia,2.2874,97.7884,24/03/2020 13:00,Clear sky,46
Karangbaru,Aceh,Kabupaten Aceh Tamiang,Aceh Tamiang,Indonesia,4.30563,98.02709,24/03/2020 13:00,Scattered clouds,50
Takengon,Aceh,Kabupaten Aceh Tengah,Aceh Tengah,Indonesia,4.6212,96.8467,24/03/2020 13:00,Broken clouds,57
Kutacane,Aceh,Kabupaten Aceh Tenggara,Aceh Tenggara,Indonesia,3.52211,97.79625,24/03/2020 13:00,Rain,64
Idi Rayeuk,Aceh,Kabupaten Aceh Timur,Aceh Timur,Indonesia,4.93037,97.79129,24/03/2020 13:00,Scattered clouds,65
Simpang Tiga Redelong,Aceh,Kabupaten Bener Meriah,Bener Meriah,Indonesia,4.722,96.8743,24/03/2020 13:00,Broken clouds,57
Bireun,Aceh,Kabupaten Bireuen,Bireuen,Indonesia,5.203,96.7009,24/03/2020 13:00,Broken clouds,62
Blangkejeren,Aceh,Kabupaten Gayo Lues,Gayo Lues,Indonesia,3.9971,97.3384,24/03/2020 13:00,Scattered clouds,67
Suka Makmue,Aceh,Kabupaten Nagan Raya,Nagan Raya,Indonesia,4.00312,96.61762,24/03/2020 13:00,Scattered clouds,52
Sigli,Aceh,Kabupaten Pidie,Pidie,Indonesia,5.3848,95.9609,24/03/2020 13:00,Few clouds,67
Sinabang,Aceh,Kabupaten Simeulue,Simeulue,Indonesia,2.4803,96.3801,24/03/2020 13:00,Broken clouds,62
Mangupura,Bali,Kabupaten Badung,Badung,Indonesia,-8.54389,115.17,24/03/2020 13:00,Scattered clouds,79
Amlapura,Bali,Kabupaten Karangasem,Karangasem,Indonesia,-8.45,115.61667,24/03/2020 13:00,Scattered clouds,79
Semarapura,Bali,Kabupaten Klungkung,Klungkung,Indonesia,-8.5346,115.4022,24/03/2020 13:00,Scattered clouds,79
Denpasar,Bali,Kota Denpasar,Denpasar,Indonesia,-8.663225,115.19754,24/03/2020 14:00,Scattered clouds,79
Bangli,Bali,Kabupaten Bangli,Bangli,Indonesia,-8.4542,115.3545,24/03/2020 13:00,Scattered clouds,79
Singaraja,Bali,Kabupaten Buleleng,Buleleng,Indonesia,-8.112,115.08818,24/03/2020 13:00,Scattered clouds,66
Gianyar,Bali,Kabupaten Gianyar,Gianyar,Indonesia,-8.5435,115.3272,24/03/2020 13:00,Scattered clouds,79
Negara,Bali,Kabupaten Jembrana,Jembrana,Indonesia,-8.35694,114.61694,24/03/2020 13:00,Scattered clouds,74
Tabanan,Bali,Kabupaten Tabanan,Tabanan,Indonesia,-8.5413,115.12522,24/03/2020 13:00,Scattered clouds,79
Serang,Banten,Kota Serang,Serang,Indonesia,-6.11528,106.15417,24/03/2020 13:00,Broken clouds,70
Tangerang,Banten,Kota Tangerang,Tangerang,Indonesia,-6.17806,106.63,24/03/2020 13:00,Broken clouds,70
South Tangerang,Banten,Kota Tangerang Selatan,Tangerang Selatan,Indonesia,-6.28862,106.71789,24/03/2020 14:00,Broken clouds,70
Rangkasbitung,Banten,Kabupaten Lebak,Lebak,Indonesia,-6.3591,106.2494,24/03/2020 13:00,Broken clouds,70
Pandeglang,Banten,Kabupaten Pandeglang,Pandeglang,Indonesia,-6.3084,106.1067,24/03/2020 13:00,Broken clouds,70
Ciruas,Banten,Kabupaten Serang,Serang,Indonesia,-6.125,106.23278,24/03/2020 13:00,Broken clouds,70
Tigaraksa,Banten,Kabupaten Tangerang,Tangerang,Indonesia,-6.22806,106.51389,24/03/2020 13:00,Broken clouds,70
Bengkulu,Bengkulu,Kota Bengkulu,Bengkulu,Indonesia,-3.80044,102.26554,24/03/2020 13:00,Rain,74
Manna,Bengkulu,Kabupaten Bengkulu Selatan,Bengkulu Selatan,Indonesia,-4.4651,102.90386,24/03/2020 13:00,Scattered clouds,65
Karang Tinggi,Bengkulu,Kabupaten Bengkulu Tengah,Bengkulu Tengah,Indonesia,-3.75,102.4225,24/03/2020 13:00,Rain,74
Argamakmur,Bengkulu,Kabupaten Bengkulu Utara,Bengkulu Utara,Indonesia,-3.4232,102.1891,24/03/2020 13:00,Broken clouds,66
Bintuhan,Bengkulu,Kabupaten Kaur,Kaur,Indonesia,-4.79371,103.34836,24/03/2020 13:00,Scattered clouds,76
Kepahiang,Bengkulu,Kabupaten Kepahiang,Kepahiang,Indonesia,-3.6455,102.5712,24/03/2020 13:00,Rain,85
Mukomuko,Bengkulu,Kabupaten Mukomuko,Mukomuko,Indonesia,-2.5689,101.1118,24/03/2020 13:00,Clear sky,78
Curup,Bengkulu,Kabupaten Rejang Lebong,Rejang Lebong,Indonesia,-3.4703,102.5207,24/03/2020 13:00,Rain,85
Tais,Bengkulu,Kabupaten Seluma,Seluma,Indonesia,-4.07543,102.57739,24/03/2020 13:00,Rain,74
Jakarta,DKI Jakarta,Jakarta,Jakarta,Indonesia,-6.236704,106.79324,24/03/2020 14:00,Broken clouds,70
Tilamuta,Gorontalo,Kabupaten Boalemo,Boalemo,Indonesia,0.5273,122.3463,24/03/2020 13:00,Rain,63
Limboto,Gorontalo,Kabupaten Gorontalo,Gorontalo,Indonesia,0.627,122.9778,24/03/2020 13:00,Rain,59
Gorontalo,Gorontalo,Kota Gorontalo,Gorontalo,Indonesia,0.5375,123.0625,24/03/2020 13:00,Rain,59
Siulak,Jambi,Kabupaten Kerinci,Kerinci,Indonesia,-1.94667,101.33417,24/03/2020 13:00,Rain,79
Banda Aceh,Aceh,Kota Banda Aceh,Banda Aceh,Indonesia,5.54167,95.33333,25/03/2020 13:00,Rain,61
Langsa,Aceh,Kota Langsa,Langsa,Indonesia,4.4683,97.9683,25/03/2020 13:00,Few clouds,45
Lhokseumawe,Aceh,Kota Lhokseumawe,Lhokseumawe,Indonesia,5.1801,97.1507,25/03/2020 13:00,Scattered clouds,47
Sabang,Aceh,Kota Sabang,Sabang,Indonesia,5.88969,95.31644,25/03/2020 13:00,Clear sky,70
Meulaboh,Aceh,Kabupaten Aceh Barat,Aceh Barat,Indonesia,4.14402,96.12664,25/03/2020 13:00,Rain,68
Blangpidie,Aceh,Kabupaten Aceh Barat Daya,Aceh Barat Daya,Indonesia,3.73956,96.83608,25/03/2020 13:00,Broken clouds,71
Jantho,Aceh,Kabupaten Aceh Besar,Aceh Besar,Indonesia,5.3334,95.61336,25/03/2020 13:00,Rain,61
Calang,Aceh,Kabupaten Aceh Jaya,Aceh Jaya,Indonesia,4.6306,95.5754,25/03/2020 13:00,Rain,72
Tapaktuan,Aceh,Kabupaten Aceh Selatan,Aceh Selatan,Indonesia,3.28625,97.16045,25/03/2020 13:00,Broken clouds,71
Singkil,Aceh,Kabupaten Aceh Singkil,Aceh Singkil,Indonesia,2.2874,97.7884,25/03/2020 13:00,Rain,80
Karangbaru,Aceh,Kabupaten Aceh Tamiang,Aceh Tamiang,Indonesia,4.30563,98.02709,25/03/2020 13:00,Few clouds,45
Takengon,Aceh,Kabupaten Aceh Tengah,Aceh Tengah,Indonesia,4.6212,96.8467,25/03/2020 13:00,Broken clouds,53
Kutacane,Aceh,Kabupaten Aceh Tenggara,Aceh Tenggara,Indonesia,3.52211,97.79625,25/03/2020 13:00,Rain,68
Idi Rayeuk,Aceh,Kabupaten Aceh Timur,Aceh Timur,Indonesia,4.93037,97.79129,25/03/2020 13:00,Rain,71
Simpang Tiga Redelong,Aceh,Kabupaten Bener Meriah,Bener Meriah,Indonesia,4.722,96.8743,25/03/2020 13:00,Broken clouds,53
Bireun,Aceh,Kabupaten Bireuen,Bireuen,Indonesia,5.203,96.7009,25/03/2020 13:00,Rain,72
Blangkejeren,Aceh,Kabupaten Gayo Lues,Gayo Lues,Indonesia,3.9971,97.3384,25/03/2020 13:00,Rain,57
Suka Makmue,Aceh,Kabupaten Nagan Raya,Nagan Raya,Indonesia,4.00312,96.61762,25/03/2020 13:00,Rain,68
Sigli,Aceh,Kabupaten Pidie,Pidie,Indonesia,5.3848,95.9609,25/03/2020 13:00,Rain,71
Sinabang,Aceh,Kabupaten Simeulue,Simeulue,Indonesia,2.4803,96.3801,25/03/2020 13:00,Rain,70
Mangupura,Bali,Kabupaten Badung,Badung,Indonesia,-8.54389,115.17,25/03/2020 13:00,Few clouds,75
Amlapura,Bali,Kabupaten Karangasem,Karangasem,Indonesia,-8.45,115.61667,25/03/2020 13:00,Few clouds,75
Semarapura,Bali,Kabupaten Klungkung,Klungkung,Indonesia,-8.5346,115.4022,25/03/2020 13:00,Few clouds,75
Denpasar,Bali,Kota Denpasar,Denpasar,Indonesia,-8.663225,115.19754,25/03/2020 14:00,Few clouds,75
Bangli,Bali,Kabupaten Bangli,Bangli,Indonesia,-8.4542,115.3545,25/03/2020 13:00,Few clouds,75
Singaraja,Bali,Kabupaten Buleleng,Buleleng,Indonesia,-8.112,115.08818,25/03/2020 13:00,Clear sky,71
Gianyar,Bali,Kabupaten Gianyar,Gianyar,Indonesia,-8.5435,115.3272,25/03/2020 13:00,Few clouds,75
Negara,Bali,Kabupaten Jembrana,Jembrana,Indonesia,-8.35694,114.61694,25/03/2020 13:00,Scattered clouds,75
Tabanan,Bali,Kabupaten Tabanan,Tabanan,Indonesia,-8.5413,115.12522,25/03/2020 13:00,Few clouds,75
Serang,Banten,Kota Serang,Serang,Indonesia,-6.11528,106.15417,25/03/2020 13:00,Few clouds,66
Tangerang,Banten,Kota Tangerang,Tangerang,Indonesia,-6.17806,106.63,25/03/2020 13:00,Few clouds,66
South Tangerang,Banten,Kota Tangerang Selatan,Tangerang Selatan,Indonesia,-6.28862,106.71789,25/03/2020 14:00,Scattered clouds,59
Rangkasbitung,Banten,Kabupaten Lebak,Lebak,Indonesia,-6.3591,106.2494,25/03/2020 13:00,Few clouds,66
